order_id,classe_real,classe_predita,probabilidade_predita,prob_0,prob_2
ec5acbb9-76bf-46c8-9137-3b656dd1f101,2,2,1.0,0.0,1.0
4775a2fa-78d3-4b07-9211-fc1508f4bf35,2,2,1.0,0.0,1.0
baadd712-7ed9-4337-8235-babdedb41e64,2,2,0.99,0.01,0.99
fc1a9a63-238c-4781-8324-a4b81eb2cac9,0,0,0.96,0.96,0.04
0782e0fb-763d-43c2-91e2-a02b6048e82a,2,2,0.99,0.01,0.99
e767b9f1-1eb5-4b31-aa84-da19f1ebbdde,2,2,1.0,0.0,1.0
ece34b02-c2d7-4c7f-a258-1b3c2b02c9cf,2,2,0.99,0.01,0.99
533a6d5d-0301-4251-a02f-53454b35b54b,2,2,1.0,0.0,1.0
22283673-9965-440e-8418-dfe006fa4d4f,0,0,0.96,0.96,0.04
b1c83a02-eb5e-43d6-8bd3-40054bff1056,2,2,0.98,0.02,0.98
85c538ce-fb14-4a90-8aa9-544f8069bab6,2,2,1.0,0.0,1.0
818d57b0-3368-4a5c-85fd-27dcd55d7a8a,2,2,1.0,0.0,1.0
11520ed2-3f45-4efd-b02b-08523c7cde31,2,2,1.0,0.0,1.0
95aad1db-1377-48c2-a37f-d7ff9645dd28,2,2,1.0,0.0,1.0
82f6f3d3-228a-4c35-8023-4c2638a41d4c,2,2,0.96,0.04,0.96
443b4eaa-d683-4e64-9781-c2b00853da74,2,2,1.0,0.0,1.0
cb338ab0-7377-4c63-9242-b0aa9cc3583d,0,0,0.98,0.98,0.02
586a1d8a-073d-4c56-8b3b-dd6f47d1ba37,2,2,1.0,0.0,1.0
a4d395d4-ad3e-43d5-8a9e-257e6cc08687,2,2,1.0,0.0,1.0
1b8101d1-b423-44ee-b8b9-2f154b07d0bc,2,2,1.0,0.0,1.0
db5a833e-4174-42cd-895a-13bfbe0111a8,2,2,0.99,0.01,0.99
bcd2f9bc-9388-4b30-80f6-0e664a778031,2,2,1.0,0.0,1.0
4fa6a72f-5cc3-4a15-8303-a5acb75811a8,2,2,0.99,0.01,0.99
2176cdbc-f054-49a9-a48c-bd4cac648de0,2,2,1.0,0.0,1.0
83268e9b-7cdb-450a-869d-b5b79d1aec5d,2,2,0.99,0.01,0.99
1d766909-6202-495c-a8a5-9ce95f37d22c,0,0,0.92,0.92,0.08
7d2c4cb6-ffe3-4c73-80f1-7dd318eeae99,0,0,0.98,0.98,0.02
81d47acb-de72-40b1-bbc1-b64d67ae26e5,2,2,1.0,0.0,1.0
37b16c98-368a-4894-a7f2-db9a6037b1be,2,2,0.99,0.01,0.99
2373d97d-9cff-4c2b-83b9-7305a4a86c8b,2,2,1.0,0.0,1.0
3b8bccbe-0942-4976-9dea-1caccc3ca591,2,2,1.0,0.0,1.0
d21cfc65-7efe-45eb-8931-cad187a91e3d,2,2,1.0,0.0,1.0
70be4d88-5d4b-433d-917b-29d357c8b7ba,2,2,0.99,0.01,0.99
47643658-2e19-48a3-a693-a52a319878d3,2,2,0.97,0.03,0.97
c9437797-0391-460d-8567-45536de6ad13,2,2,1.0,0.0,1.0
830486af-819e-40e9-b178-35bc2193b493,2,2,0.98,0.02,0.98
f1f56b27-489e-4280-852b-64966c62bf7f,0,0,0.97,0.97,0.03
4dcde034-50cd-4fa8-8668-dbed79b77bea,2,2,0.99,0.01,0.99
5cce9e5e-d72b-4672-80a5-b7d29050c47e,2,2,1.0,0.0,1.0
a8a142bd-281b-409a-9993-833168ea368f,2,2,1.0,0.0,1.0
5d52a697-060c-4e9c-b1bf-08d3e70ddf57,2,2,0.99,0.01,0.99
424264f6-005b-487a-8cae-594fcae29a97,0,0,0.86,0.86,0.14
98aaa38d-afa4-4e84-abe8-5e22bf51df3d,2,2,1.0,0.0,1.0
7fc62526-e8f8-401f-84ee-d5ee1c418e80,2,2,1.0,0.0,1.0
2d6c9cbe-6539-446d-94a4-492c991f1b7e,2,2,0.99,0.01,0.99
e8607211-cdb2-4fc8-824f-a3384a278125,2,2,1.0,0.0,1.0
43d5c988-77b5-4846-bc40-1abc212b87d5,2,2,1.0,0.0,1.0
fa8ac3f3-9026-45a3-8347-21896c37fd72,2,2,1.0,0.0,1.0
94df32e8-bc8c-41aa-9ae2-123aa90a7213,0,0,0.98,0.98,0.02
fbb1af1c-1c88-4ca8-a1b2-fc86be54a0a3,2,2,0.99,0.01,0.99
143fe9a5-4936-48cb-bc39-b770c18082a9,2,2,1.0,0.0,1.0
9a06b057-848b-448d-a444-0f330847f936,2,2,1.0,0.0,1.0
3f96153e-56d5-47b2-893d-76d605ebd5cd,2,2,1.0,0.0,1.0
8a52d2ca-f5a1-4b4d-98e9-a418bd024663,2,2,1.0,0.0,1.0
e59639b0-7024-43ae-8e66-5bd666b935fb,2,2,1.0,0.0,1.0
2b8b4ab3-c306-4bbf-aa08-aa47b9dfebac,0,0,1.0,1.0,0.0
f10933cf-43e0-49e5-a070-fb71b4fa752c,2,2,0.98,0.02,0.98
769b2cad-235b-4885-8282-a0044f687996,2,2,0.99,0.01,0.99
57a5b049-d75a-474c-bee0-d432a0deeb18,2,2,1.0,0.0,1.0
b4c8bfda-bcf2-42e5-ba03-ba32c62cb6cf,2,2,1.0,0.0,1.0
4dad726c-cb2a-459b-90cf-8460aa07944c,2,2,1.0,0.0,1.0
69bc2a85-5473-4540-a153-ffcc67e876f1,2,2,1.0,0.0,1.0
fc413e55-5c3b-4878-9b51-5c6fe97b36ed,2,2,1.0,0.0,1.0
e2d24922-cb7c-485f-9e08-9c5cf3236b73,2,2,1.0,0.0,1.0
34e218c5-0f98-4505-bcdc-b54ae9c18358,2,2,1.0,0.0,1.0
8173eeb5-0a36-4e65-ad1a-55d539f23946,2,2,1.0,0.0,1.0
fc0cf8b1-06b5-4a19-a41f-f440a6a45676,2,2,1.0,0.0,1.0
a8c577c6-f662-45f9-9b81-b740a6281d3f,2,2,1.0,0.0,1.0
d6da091e-87e8-458a-abff-458cb9f9b97e,2,2,1.0,0.0,1.0
5fb888d2-b2a4-463f-8d1c-ee5150b6b26a,2,2,1.0,0.0,1.0
573343d9-1af5-426d-93c6-c123b602d69c,2,2,1.0,0.0,1.0
ee039319-2029-44e9-a849-4af854333278,2,2,1.0,0.0,1.0
648e0c79-e22e-4b47-860c-1d626625af43,2,2,1.0,0.0,1.0
dfa43b03-d27c-40e0-ae8b-97e14c5ae825,2,2,1.0,0.0,1.0
b7effdcc-6f19-40d7-b676-36ee0c64885a,2,2,1.0,0.0,1.0
a6d76ad1-0ea2-4e96-9427-732864ebce1e,2,2,1.0,0.0,1.0
c4dc95ef-3ae5-40bc-9ead-ef6aff80976f,2,2,0.99,0.01,0.99
55ed3c09-686b-4574-a7e1-1ea534ddfefe,2,2,0.98,0.02,0.98
629d1615-36e6-47c7-b6ae-f8affcb23b72,0,0,1.0,1.0,0.0
7687acbb-454d-407d-829b-294e1c00ebf3,2,2,1.0,0.0,1.0
7a40e36b-feff-4b8f-b77d-1ed94c3a7fdc,2,2,0.99,0.01,0.99
b5f9f830-907a-4e11-a6cd-db33d80f95f0,2,2,1.0,0.0,1.0
52cd7b64-4f01-4233-b7b4-00f1de33f540,2,2,1.0,0.0,1.0
38ea67ed-eb97-49f0-9d7a-e61fb490874c,2,2,1.0,0.0,1.0
3523b03b-be39-4c7f-a6c2-bf1c939b8946,0,0,1.0,1.0,0.0
6d1c6482-321d-4316-a841-b3dcdbb40ccc,2,2,1.0,0.0,1.0
596f631f-9618-42d1-9462-c0bdb7c29c8f,2,2,1.0,0.0,1.0
5675f2e5-6e29-4913-a20a-ada19fcd4c3b,0,0,0.99,0.99,0.01
dd3bbf9f-7a7e-4bbe-bfa2-ccf68bb4d23f,2,2,1.0,0.0,1.0
679482f6-1745-42ec-9233-01b72f1e16a2,2,2,1.0,0.0,1.0
c1cda085-3a52-438f-8ce7-6a810f0ccae7,2,2,0.99,0.01,0.99
45cd6f41-77b8-4f3f-b0d5-5cfe6a1b14fd,2,2,1.0,0.0,1.0
6a223f5d-1048-48b3-8b52-bd48cf313864,0,0,0.99,0.99,0.01
dccea1c4-3eab-45e4-9228-0938d15b774e,2,2,0.99,0.01,0.99
4bc31c2c-10a5-4ff5-a618-c676edaf76b0,2,2,1.0,0.0,1.0
a1d7715c-2bc9-497e-9802-ca6e125b5e8a,2,2,0.99,0.01,0.99
a3298ab0-52f0-4a6b-bd46-47c66f26670e,2,2,1.0,0.0,1.0
88369853-02be-438f-aa2c-af2b40bd3015,0,0,0.97,0.97,0.03
f4b24a78-5b1e-4573-a99d-2b73edfe75d7,0,0,0.92,0.92,0.08
000c7595-7278-4b67-93be-f7eb02c81f3c,2,2,0.98,0.02,0.98
4cbb27d6-1df4-4ffd-86bb-eb5a97c7a9da,0,0,0.94,0.94,0.06
6d1fd437-2927-430e-b7af-757de877c33a,2,2,1.0,0.0,1.0
5cd9a3eb-8b2a-4e84-b784-ecef5b669a80,2,2,1.0,0.0,1.0
dc3f0501-e1c3-4c2f-be91-8ec8c94d2e3d,0,0,0.96,0.96,0.04
474f28a9-222f-4f82-a089-c346038b825f,2,2,1.0,0.0,1.0
17bc8115-4143-4b1f-8ca7-3fc22f0219ba,2,2,1.0,0.0,1.0
b89ce36a-6650-406d-9a9e-9760563bfcc5,0,0,1.0,1.0,0.0
8a7a01e7-90cd-4d63-8edd-0aa4bc50d7cd,0,0,0.99,0.99,0.01
cf3d8e46-cb56-4928-8550-5ec856e37bae,0,0,0.99,0.99,0.01
049c7551-6c86-4690-ae2e-a8ec4bfa29a4,2,2,0.99,0.01,0.99
c36dbbd6-656b-4fdd-a98c-cb2d35917d1c,2,2,0.99,0.01,0.99
55efb2f9-d0e4-4fab-a50f-f48cb3b8c93b,2,2,0.99,0.01,0.99
99305188-4de8-4a64-acf5-a2ca74738364,2,2,0.98,0.02,0.98
4cb06114-c9e4-445b-9213-de0531a2a4c6,2,2,1.0,0.0,1.0
f83e0455-2175-4295-a3cb-c63e491a4102,2,2,1.0,0.0,1.0
96235fff-1248-444b-8725-7dc4e2996243,0,0,0.98,0.98,0.02
66ac0c78-1153-4f46-812c-88938ef17628,2,2,0.99,0.01,0.99
47cca034-a8bd-4862-98f7-22f06598dbb5,2,2,1.0,0.0,1.0
661a3dbe-3786-447a-b7cc-0ca00dd3b3bd,2,2,0.99,0.01,0.99
fed64502-e016-4445-9822-ab7775c85ade,2,2,0.98,0.02,0.98
573a6487-07ff-41c7-99e9-68ace08e5b72,2,2,1.0,0.0,1.0
8ef3f06b-efad-4ac1-befa-6d8dda5ef092,2,2,1.0,0.0,1.0
f31148f6-4e02-4a9b-8a35-21ff30fadc95,2,2,0.98,0.02,0.98
12bd4ac7-a03a-46fc-852a-f9c011487381,2,2,1.0,0.0,1.0
1623786f-331e-462b-953a-303fe407b507,2,2,1.0,0.0,1.0
c0b767c5-3df4-42c2-b793-93f4d8c8263f,2,2,1.0,0.0,1.0
0bd2567b-39eb-4851-9288-2fad7d8d7354,2,2,1.0,0.0,1.0
a4fedd43-ff0a-425e-b7a6-e5fe199c776c,2,2,1.0,0.0,1.0
eeb019ba-85d8-4325-aa31-5507e270b7b9,2,2,1.0,0.0,1.0
f718fb70-8db5-435c-bb09-b64c489991df,2,2,0.99,0.01,0.99
474dd1f4-c310-46f4-aa60-3ddcd238017f,2,2,1.0,0.0,1.0
9f4ac359-6656-4cdb-bed6-4ebc6b0de3b5,2,2,1.0,0.0,1.0
6173b39d-ba7b-455d-823a-e2dca1f62194,0,0,0.96,0.96,0.04
1f2ec622-5b54-4f57-8cb4-6e19a35ce2da,2,2,1.0,0.0,1.0
99b1b17a-b441-47c3-9f21-1f26d9d75643,2,2,1.0,0.0,1.0
50ca873d-0a3c-4d06-bbfb-01e897a1a795,2,2,0.99,0.01,0.99
080c5de9-65fd-41ec-955a-8d29a297c585,2,2,0.99,0.01,0.99
9569c30a-7f94-4279-967f-1fc7e89bc0f5,2,2,0.98,0.02,0.98
bab416f7-043e-48cd-95b7-e92181abff66,2,2,0.99,0.01,0.99
e508f916-9e2c-4f30-88f0-f724aaa4a953,2,2,1.0,0.0,1.0
2a129147-f7bc-4b30-9f64-108cbe57fc4c,2,2,1.0,0.0,1.0
635ce3c3-2b09-4f09-9a54-aec6884112c9,2,2,1.0,0.0,1.0
6ad2fb00-5f39-4b0b-bf10-f65c46aed9ee,2,2,1.0,0.0,1.0
aa58d122-843c-4820-9a66-f2410786196e,2,2,1.0,0.0,1.0
9406654f-cf7e-491e-871d-2a4d08d6e0e7,2,2,1.0,0.0,1.0
42fd1ee3-daef-42eb-a003-0bbdcfb2fe2f,2,2,1.0,0.0,1.0
906bd243-2058-4042-b22a-b73e0a4bf82f,2,2,0.99,0.01,0.99
df0a8866-41d6-4f15-bcc1-943222415e1a,2,2,1.0,0.0,1.0
eacab621-15c2-46ac-b035-f1c9f1e1ab4b,2,2,1.0,0.0,1.0
b2e30026-c885-4855-bd90-19356701ba4e,2,2,0.99,0.01,0.99
52ef9bd2-888b-4f71-b592-fd1cf8befa28,2,2,0.99,0.01,0.99
c539c89f-40f7-428c-b3ac-81c093ecd02c,2,2,0.99,0.01,0.99
cb2125fc-0338-4050-959d-487e438ec1b3,2,2,1.0,0.0,1.0
e9ef3db2-7481-4efb-8f41-3342852d50da,2,2,1.0,0.0,1.0
3cd072a6-5276-4504-8f3d-d950a4f21bb7,0,0,0.95,0.95,0.05
339cd7ec-88f0-4d8f-936f-954fd7724620,2,2,1.0,0.0,1.0
7826381d-d1aa-4e12-a4d2-67d323d1008d,2,2,1.0,0.0,1.0
ce971f3c-4ddd-403d-98cd-2165ea5d8c6c,2,2,0.99,0.01,0.99
fca1f437-ac10-4667-afd8-9ade399454c2,2,2,0.98,0.02,0.98
fa12f345-6fca-4aa6-ad7d-1dc35d340509,2,2,1.0,0.0,1.0
cd17baea-8198-44a2-bdcc-e44b9026d2f2,2,2,1.0,0.0,1.0
34765422-f220-44a6-8d95-3f303441a4d2,2,2,1.0,0.0,1.0
f1326527-3e33-4951-9cac-f91cc9da2de0,0,0,0.96,0.96,0.04
6683974a-d72f-4223-9f31-b0119c748fd7,2,2,1.0,0.0,1.0
a55936dd-b7a0-4908-bea9-1695210d040f,2,2,0.97,0.03,0.97
acd5dc86-b7be-43b3-9e2b-84eb469a8297,2,2,1.0,0.0,1.0
6daf30cf-67ca-4ab1-9d65-9f01fd90e1b2,0,0,0.93,0.93,0.07
f38891ec-353c-43cb-ad98-7696ccac474d,2,2,1.0,0.0,1.0
0adf581d-4d69-4fe6-b7bb-4eba99dfe225,2,2,1.0,0.0,1.0
39d30bc4-a4b7-47a2-83d9-2edc0eb96063,2,2,0.98,0.02,0.98
6d23cdc3-15e4-43a6-8384-c68887d6b31f,2,2,1.0,0.0,1.0
2d7ace49-bde8-4712-964f-842dc00b92fe,2,2,1.0,0.0,1.0
d6725f1e-480d-4b85-ad53-e520e052a7f5,0,0,0.97,0.97,0.03
54f03705-6df2-4695-8f6e-7e63b3434c6c,2,2,1.0,0.0,1.0
d929e760-ee0b-499b-ab33-52c6a3e9133a,2,2,1.0,0.0,1.0
dd986cd2-f79d-4154-a330-f6260a53ef7d,0,0,0.98,0.98,0.02
50ccd6c8-7e0c-4e12-a272-5276a36dcc16,2,2,0.99,0.01,0.99
7a71ecd6-4c44-4d07-bf12-2f6a4b5a0bb6,2,2,1.0,0.0,1.0
64602f04-274e-431c-83bb-287a7d3277f7,2,2,0.99,0.01,0.99
b46874de-2644-4997-84f6-caa8529fb660,2,2,0.99,0.01,0.99
5b0c7043-8429-4229-a2de-b675333bac40,0,0,0.98,0.98,0.02
5d098b72-ff86-4d58-bb57-3603da520bf7,2,2,1.0,0.0,1.0
cc9b1148-3cad-4891-abe7-264ba63fc046,2,2,1.0,0.0,1.0
55abebea-20d9-4660-99bf-126b623f1ea2,2,2,1.0,0.0,1.0
e685ac17-f502-4bb9-a990-7b045b754641,2,2,1.0,0.0,1.0
c42eac55-0510-409e-ad79-b1271eaf816c,2,2,1.0,0.0,1.0
d5ddac7a-83c0-4b49-bcab-6f915129afa8,2,2,0.99,0.01,0.99
b463bc6a-502a-46a7-b52e-e200ac8ff1af,2,2,1.0,0.0,1.0
844828b1-edef-408d-9fb0-faad2882fe19,2,2,1.0,0.0,1.0
214e5171-c23a-48a1-9284-7ef2ec94ba17,2,2,1.0,0.0,1.0
391193c0-f818-4174-b6e4-08efb87168c4,2,2,1.0,0.0,1.0
54b4ed76-872d-4b06-84f3-4ff7323f4825,2,2,0.99,0.01,0.99
c7f1b608-debc-43ca-8f45-4cce4ebbe52a,2,2,1.0,0.0,1.0
ae630208-ba3c-4638-b9b0-7ec3d860c506,2,2,1.0,0.0,1.0
b1860805-b004-4476-8b74-7550fbcae372,2,2,1.0,0.0,1.0
898bb2bc-49ba-49a4-895c-d258798323c1,2,2,0.9,0.1,0.9
cead118b-46ae-4b7e-8104-5bc702f780fc,2,2,1.0,0.0,1.0
48efd6e4-c37a-4480-9b58-5e21239be9a1,2,2,0.98,0.02,0.98
870808da-ca2f-4d3a-b104-e3076c33cd24,2,2,0.99,0.01,0.99
92043ebe-b1d6-40ce-8a6e-7899267e1bab,2,2,0.99,0.01,0.99
1d2bba7c-948c-474f-b49b-42c36c00c6f6,2,2,1.0,0.0,1.0
751ca91f-ff67-4592-85f3-079af4f01faa,2,2,1.0,0.0,1.0
e6867972-d079-4852-8b69-ea819c66633e,2,2,1.0,0.0,1.0
da31747d-b418-4d1f-bf88-fb615b53fffb,2,2,0.98,0.02,0.98
b20f5d53-904d-4d9c-8463-f661ffb868a6,2,2,0.99,0.01,0.99
82a75afc-55e9-44a9-bdbb-fcffc67d7252,0,0,0.98,0.98,0.02
5e7c6c2c-11b7-4b2d-939c-28bd16d5f553,2,2,1.0,0.0,1.0
200d535d-7cce-493c-b8a1-9aa7498406d5,2,2,1.0,0.0,1.0
1fd99b02-fdd6-4ed4-bfe2-d736b1d02b4c,2,2,1.0,0.0,1.0
615543bf-0a1c-4960-964d-c1f953c212fd,2,2,1.0,0.0,1.0
34f1876a-82eb-4e08-b9e1-527a3c6732d0,2,2,1.0,0.0,1.0
358db185-62d4-4dd5-989d-223f5103a348,0,0,0.99,0.99,0.01
702918c3-bbdb-45a5-876a-5be8afcc7cc7,2,2,0.99,0.01,0.99
cde31a55-c7c3-4431-b42b-d9bff7455c18,2,2,1.0,0.0,1.0
7f38e5dd-2864-490e-b80b-0a1f827192c1,2,2,0.99,0.01,0.99
6f39dc4f-cb53-49d7-8fe3-ac48cd8e14b4,0,0,0.93,0.93,0.07
3d3c9ceb-d07d-4055-a545-5de4e74a3253,2,2,0.99,0.01,0.99
8f23160d-d395-4cf8-8bd9-c0373ccf25a2,2,2,1.0,0.0,1.0
de3ee5c1-92a0-4e87-ac1b-9ed53bf3786f,2,2,0.99,0.01,0.99
969ba6be-be84-4164-a503-8a8b63e70286,2,2,1.0,0.0,1.0
e7c93904-6b7c-4ea4-ab9f-b727edebad19,2,2,1.0,0.0,1.0
d9a90f9a-21e6-4ddf-874d-9910f64febfd,2,2,0.99,0.01,0.99
8a39348e-cf00-4b8c-9cb7-b3a862621bf4,2,2,0.96,0.04,0.96
c61601f2-2269-4fae-83ca-db86adacf821,2,2,1.0,0.0,1.0
03a858f9-08f1-4ad1-81fc-84adb55bae1e,2,2,0.97,0.03,0.97
167b73cb-fa60-4765-846f-114378e68433,0,0,0.96,0.96,0.04
ab00a52e-06b9-437e-bfb0-8b41a5395c06,2,2,1.0,0.0,1.0
0efa41b1-86b7-4aca-af0b-be8bf62a1d04,0,0,0.84,0.84,0.16
405b61fa-ab20-4f60-a941-71172b8dca1e,2,2,1.0,0.0,1.0
c77906a2-aed9-4085-a9a8-ace0015502bb,2,2,0.98,0.02,0.98
6b395305-8284-4afe-b65b-54ff44567820,0,0,0.99,0.99,0.01
a779cde6-10ae-4dbe-a63e-913ba40e12bb,2,2,0.99,0.01,0.99
7b9e639c-72ab-4d52-aa28-ecfc453131dc,0,0,0.99,0.99,0.01
f2baa9b9-c122-439a-812b-ed4abfe9698c,2,2,0.99,0.01,0.99
ff43fdf3-8146-437b-a169-23546df3034a,2,2,1.0,0.0,1.0
18e3f20d-aa8b-440b-bc8e-4f62c9d86cfa,2,2,0.99,0.01,0.99
9b8535fc-5bfb-4d8d-be11-5ebe5ec382f3,2,2,1.0,0.0,1.0
4ecd3444-3b29-42db-b820-b099f633221a,2,2,1.0,0.0,1.0
17a125f1-89be-4058-84ef-23a1f8fcb6b0,2,2,1.0,0.0,1.0
c1119add-6d00-49d8-81f0-8e0e10bfbd86,2,2,1.0,0.0,1.0
1e92129d-41f3-4409-a0f2-01222b191e30,0,0,0.99,0.99,0.01
b543087e-44e3-441c-a130-f5eb7e568508,2,2,1.0,0.0,1.0
c03007f8-fc84-408b-aecb-d11519ea5d86,2,2,1.0,0.0,1.0
71d2842b-e7de-488c-bd1c-368bc054d392,2,2,0.95,0.05,0.95
db31c587-c0d1-438f-927c-7ff456ceb7b3,0,0,0.98,0.98,0.02
a00e75e9-3d83-4b04-90dd-b29035c15b0e,2,2,1.0,0.0,1.0
d1f76d60-7327-438a-bcd1-ae4b1836c497,2,2,1.0,0.0,1.0
4b087986-e860-4489-a6cd-7a698245f67b,2,2,1.0,0.0,1.0
a5f16e44-e0ee-4ed6-a6a0-509fc0fd29e6,2,2,1.0,0.0,1.0
132d8f66-147f-487a-93b0-70c2b6399679,2,2,1.0,0.0,1.0
d7aa2549-b93e-41af-8b1a-a1b95533c96b,2,2,0.98,0.02,0.98
f13ed5ac-6082-42ab-b538-c107b4a3f06c,2,2,1.0,0.0,1.0
4dcaca43-b313-442e-bf16-872674b23bc1,2,2,1.0,0.0,1.0
14ed0b9d-757f-4882-8b7b-c0b8f9f87c9d,0,0,0.92,0.92,0.08
edfd7665-a1e0-4459-8b94-147c700b5724,2,2,1.0,0.0,1.0
023acec8-b020-4988-990c-892227ad8ce2,2,2,0.97,0.03,0.97
8c920aab-65f5-4354-a9d1-8efc0f13d0e3,2,2,1.0,0.0,1.0
1ca97507-9f6d-482c-aacc-f869a7827ef0,2,2,1.0,0.0,1.0
8840d2dd-21e4-4720-b5c4-3d5a4d43bb34,0,0,0.94,0.94,0.06
92968630-cb01-48ce-80ae-5089628ac3c9,2,2,0.98,0.02,0.98
34ce310d-1ba4-4c39-ae71-bf871ed1ada0,2,2,0.99,0.01,0.99
c8538797-ce59-4503-95a8-c0d1664c532e,0,0,0.99,0.99,0.01
1178280f-80b8-4e15-96f9-a6d83c4d565c,2,2,1.0,0.0,1.0
6ae35b8a-a775-4cf1-9dc7-9c774f4e5c5b,2,2,1.0,0.0,1.0
e440ccfa-b9a2-47c4-b7b1-1f93f2715fc9,2,2,1.0,0.0,1.0
23b730d1-1670-4c55-8271-938b875ee2eb,2,2,1.0,0.0,1.0
3ad113a5-d88e-4f7f-a3d4-fa64fd95974f,2,2,1.0,0.0,1.0
0bbbe8b3-421a-443e-b9e0-5c9e188285a2,2,2,1.0,0.0,1.0
b3eb22e1-140f-4bcd-bf9f-60ea475a4017,2,2,1.0,0.0,1.0
2a82d666-e3dc-47a6-bd08-4238702dcf16,0,0,0.98,0.98,0.02
bcac2081-59bf-44cc-bd0b-096e83051505,2,2,0.98,0.02,0.98
54a8dbdc-f90b-441b-a857-bb231eed1ab6,2,2,0.99,0.01,0.99
cd87ce5b-ef99-4a34-a132-da350a03ae18,0,0,0.99,0.99,0.01
b8efd1ea-0d85-4252-b07d-0bc2dd667c14,0,0,0.98,0.98,0.02
86e9e819-c86c-49f9-aa2c-d2bacd236090,2,2,0.98,0.02,0.98
119a5272-fcf8-40b8-ac72-667a0804d3db,2,2,0.99,0.01,0.99
3b108e2d-656b-44e8-8462-eed5b6a54f5f,2,2,0.98,0.02,0.98
ec3b616c-67f5-4729-a1a7-b16ea96e0083,2,2,1.0,0.0,1.0
58024190-d7b1-4dbf-b810-9675adba96c5,2,2,1.0,0.0,1.0
194a6b2e-c30d-44c3-b58a-708d1f7c1ce0,2,2,1.0,0.0,1.0
76c96ffe-cb81-489b-a5d1-6de34a40ec25,2,2,1.0,0.0,1.0
918280fd-ec0e-4402-b32e-dc0903ccb060,2,2,1.0,0.0,1.0
189bc217-333b-4a47-9578-59a97b511735,2,2,1.0,0.0,1.0
d7668553-8c43-4724-8e7d-84cbdf52cb19,2,2,1.0,0.0,1.0
ef947448-0475-4355-867a-19a0d785c09a,0,0,0.96,0.96,0.04
8f674ac7-1efe-4cc3-808e-142a6305eac2,2,2,1.0,0.0,1.0
88e335cc-31db-465c-9e8d-6168be8cadb3,2,2,1.0,0.0,1.0
e218042e-a874-438c-8474-470281ef4cb2,2,2,0.99,0.01,0.99
46b0ec6d-84d4-43ae-8434-7d86f3266cbf,2,2,1.0,0.0,1.0
1d08ca5f-998d-4ac6-9235-e1eeeca3efa9,2,2,1.0,0.0,1.0
32c3507c-5f1c-4366-97a0-85a8a5243156,0,0,0.95,0.95,0.05
f29ed689-905f-44bd-b25f-f36381c71a06,2,2,1.0,0.0,1.0
8259e57d-1811-441b-a6a6-26a5bd7e1f90,2,2,1.0,0.0,1.0
d96cc79d-08a8-4e77-9237-4b1bd2967e29,2,2,0.99,0.01,0.99
32c4a2c5-6716-46fd-86fc-def95e8ffce6,2,2,1.0,0.0,1.0
b10b86c7-9bc2-46b7-a2e8-2ae742bf351e,2,2,1.0,0.0,1.0
eba28bb8-3d1c-457c-ae97-333dd0d5e568,2,2,0.98,0.02,0.98
583103db-9f0d-42ef-8a8d-81e243dc4598,2,2,1.0,0.0,1.0
3c5a6534-7ad3-4e2f-921a-2a4fb1f889ef,0,0,0.96,0.96,0.04
7e6b6ad8-e8e0-46b0-956c-136b9aa80a56,2,2,1.0,0.0,1.0
98b4caae-b2f0-4be5-9f3c-53a8a73648e2,2,2,1.0,0.0,1.0
44bf89a0-b207-4e87-9b51-7174968f6f2f,2,2,1.0,0.0,1.0
f20200be-3790-4beb-b89f-20d21995b15b,2,2,1.0,0.0,1.0
ff2e556c-09fa-4cac-9c7f-e2cda21617c3,2,2,1.0,0.0,1.0
9156f811-c5ff-46d5-a4c8-e546ddd89ada,2,2,1.0,0.0,1.0
22292df1-b4eb-4d60-9ffe-505a54219cc1,0,0,0.97,0.97,0.03
0faf5e89-45e0-4bbe-9e9d-cb6a53157d4b,2,2,1.0,0.0,1.0
cc55f47d-598b-4cfb-83c0-61c89af6b1fe,0,0,0.97,0.97,0.03
5dfb3f49-cb9b-4d9b-a53e-3544c78000d6,2,2,1.0,0.0,1.0
dc320d72-4a75-4f2e-b619-587ab1cfb285,0,0,0.99,0.99,0.01
9f01509d-5c94-4d90-b051-00dc1cbe5eda,2,2,1.0,0.0,1.0
efda518f-f658-4004-b2d9-9b2504a930c9,2,2,1.0,0.0,1.0
f8b1f401-4f8c-4eba-bda2-f91f282adaab,2,2,0.99,0.01,0.99
e97bb68c-3ce9-4f5f-b556-0fc2b7c868ee,2,2,0.98,0.02,0.98
a5f9f99d-bd52-45a4-92d0-db2772c29484,2,2,1.0,0.0,1.0
2018e8d0-b35f-4eaa-994c-9ee86cde6d3a,2,2,1.0,0.0,1.0
23fbf627-8b70-489c-b04d-e1531aa08fa3,2,2,1.0,0.0,1.0
698ef723-eb2c-4809-b104-c20f884ca0b7,2,2,0.97,0.03,0.97
d35f8868-a63f-40b2-ad71-71242084dde1,2,2,0.97,0.03,0.97
b0c7dba7-68b1-482d-bd35-ef9b310d72eb,2,2,0.98,0.02,0.98
4ffb3aa1-992e-4851-a5db-8df16a067272,2,2,1.0,0.0,1.0
29370aae-d631-4b05-81c7-e660d673f0e4,2,2,0.99,0.01,0.99
c21a2faf-545c-48e4-8b93-61ff2ab7fbe3,2,2,1.0,0.0,1.0
